source_dataset,title,category,brand,price,currency,description
fashion_product_images_small,Hanes Men Navy Blue Stretch Duo Dry Cotton Stretch Hip Briefs,Apparel / Innerwear / Briefs,,,GBP,
fashion_product_images_small,ADIDAS Men Arcane Brown Shoe,Footwear / Shoes / Sports Shoes,,,GBP,
fashion_product_images_small,Wills Sport Men Navy Blue and Pink Striped T-shirt,Apparel / Topwear / Tshirts,,,GBP,
fashion_product_images_small,Coolers Men Brown Sandals,Footwear / Sandal / Sandals,,,GBP,
fashion_product_images_small,Rreverie Silver Ring,Accessories / Jewellery / Ring,,,GBP,
fashion_product_images_small,United Colors of Benetton Men Red Check Shirt,Apparel / Topwear / Shirts,,,GBP,
fashion_product_images_small,Skechers Women Black Shoes,Footwear / Shoes / Casual Shoes,,,GBP,
fashion_product_images_small,Red Rose Women Off White Nightdress,Apparel / Loungewear and Nightwear / Nightdress,,,GBP,
fashion_product_images_small,Tortoise Unisex Black Laptop Bag,Accessories / Bags / Laptop Bag,,,GBP,
fashion_product_images_small,ADIDAS Men's Dare Green T-shirt,Apparel / Topwear / Tshirts,,,GBP,
fashion_product_images_small,Nike Women Flex 2012 RN Black Sports Shoes,Footwear / Shoes / Sports Shoes,,,GBP,
fashion_product_images_small,Elle Women Grey Top,Apparel / Topwear / Tops,,,GBP,
fashion_product_images_small,Esprit Women Vital Crystal Rose Black Watch,Accessories / Watches / Watches,,,GBP,
fashion_product_images_small,Baggit Women Sprinkle Jack Teal Handbag,Accessories / Bags / Handbags,,,GBP,
branded_bottoms_resale,Concave Japan Studded Details Tribal Panel Gray Wash Jeans,bottoms,Kapital,160,USD,[]
branded_bottoms_resale,Vintage Kapital Inspired Hippie Denim Saschiko Patchwork,bottoms,Kapital,179,USD,[]
branded_bottoms_resale,Kapital 14oz Denim 5P Shorts (BONE Embroidery),bottoms,Kapital,900,USD,"['jeans', 'denim', 'skull', 'kapital', 'bone', 'shorts', 'kountry', 'mexican']"
branded_bottoms_resale,Steal Grail! Japan Kapital boro jeans pants custom,bottoms,Kapital,418,USD,[]
branded_bottoms_resale,Kapital Gemstone Denim Pants Blue Size 32-2505,bottoms,Kapital,601,USD,[]
branded_bottoms_resale,KAPITAL Ska Tape flare smooth Track Pants Size 2 souvenir,bottoms,Kapital,199,USD,[]
branded_bottoms_resale,Kapital Gemstone Corduroy,bottoms,Kapital,500,USD,[]
branded_bottoms_resale,VTG STUDIO D ARTISAN SELVEDGE BUCKLE BACK DISTRESSED DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,Red Kapital Bone swim shorts size 4/XL,bottoms,Kapital,450,USD,[]
branded_bottoms_resale,✅Kapital 12.5oz denim bone mexican okagilly jeans stk 32inch,bottoms,Kapital,550,USD,[]
branded_bottoms_resale,OUTSIDERS DIVISION PATCHWORK FANTASY SHORTS,bottoms,Kapital,100,USD,[]
branded_bottoms_resale,🇯🇵KAPITAL PAISLEY CORDUROY PANTS,bottoms,Kapital,150,USD,[]
branded_bottoms_resale,VINTAGE EDWIN 505ZX SELVEDGE FADED&RUSTY DISTRESSED DENIM,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'undercover', 'numbernine', 'kapital', 'baggy', 'edwin', 'ifsixwasnine']"
branded_bottoms_resale,OUTSIDERS DIVISION PATCHWORK FANTASY JEANS,bottoms,Kapital,150,USD,[]
branded_bottoms_resale,Kapital East Repairman Pants,bottoms,Kapital,300,USD,[]
branded_bottoms_resale,Kapital Bone Denim Shorts,bottoms,Kapital,949,USD,"['supreme', 'vintage', 'rare', 'japan', 'kapital', 'bone', 'american', 'skeleton', 'vanson']"
branded_bottoms_resale,Kapital Kountry White Boro Belt Denim,bottoms,Kapital,455,USD,[]
branded_bottoms_resale,EDWIN 505ZX SELVEDGE BUCKLE BACK RUSTY DISTRESSED DENIM,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'punk', 'kapital', 'distresseddenim', 'hippies', 'art', 'ifsixwasnine']"
branded_bottoms_resale,VINTAGE EDWIN SELVEDGE 505X BUTTON FLY DISTRESSED DENIM,bottoms,Kapital,155,USD,[]
branded_bottoms_resale,VINTAGE EDWIN 505X JAPANESE SELVEDGE DISTRESSED DENIM🎌,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'japanesebrand', 'kapital', 'art', 'edwin', 'baggyjeans', 'distressedenim']"
branded_bottoms_resale,😢FINAL DROP😢KAPITAL OKAYAMA,bottoms,Kapital,780,USD,"['vintage', 'kapital', 'grailed', 'springbreak22']"
branded_bottoms_resale,Katsuragi Lumber Pant,bottoms,Kapital,650,USD,[]
branded_bottoms_resale,Kapital Red Eiger Saction Cargo,bottoms,Kapital,250,USD,[]
branded_bottoms_resale,Kapital Smooth jersey stuntman & woman track pants size 1,bottoms,Kapital,275,USD,[]
branded_bottoms_resale,Kapital Gem Stone Denim,bottoms,Kapital,950,USD,[]
branded_bottoms_resale,Kapital Kountry Laundry Sweatpants,bottoms,Kapital,330,USD,"['kapital', 'kountry']"
branded_bottoms_resale,Kapital Wide pants,bottoms,Kapital,128,USD,"['supreme', 'isseymiyake', 'japan', 'madeinjapan', 'balenciaga', 'undercover', 'kapital', 'commedesgarcons', 'archive', 'junyawatanabe']"
branded_bottoms_resale,Kapital Black Denim Jeans with Bead Detail-2505,bottoms,Kapital,969,USD,[]
branded_bottoms_resale,Surf Shorts Rainbow Stripe,bottoms,Kapital,130,USD,[]
branded_bottoms_resale,Kapital lumber pant size4,bottoms,Kapital,250,USD,[]
branded_bottoms_resale,Vintage Kapital Inspired Hippie Shorts Saschiko Patchwork,bottoms,Kapital,115,USD,[]
branded_bottoms_resale,KAPITAL 14oz black denim easy lunch go shorts pants new,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,kapital ska tape flared black trackpants,bottoms,Kapital,270,USD,[]
branded_bottoms_resale,🇯🇵VINTAGE 45 RPM JOGGERS VERY RARE,bottoms,Kapital,280,USD,"['vintage', 'designer', 'rare', 'madeinjapan', 'japanesebrand', 'sportswear', 'veryrare', 'joggers', 'beautybeast', '45rpm']"
branded_bottoms_resale,RARE💥JACK ROSE PATCHWORK RUSTY JAPANESE DISTRESSED DENIM,bottoms,Kapital,185,USD,[]
branded_bottoms_resale,Kapital 14oz denim TH straight 36inch,bottoms,Kapital,270,USD,[]
branded_bottoms_resale,Bootcut Whiskers Spiderweb Wild Life Japan Embroidery Jeans,bottoms,Kapital,150,USD,"['jeans', 'denim', 'prada', 'amiri', 'wildlife', 'flared', 'bootcut', 'whiskers', 'jemmavintage', 'sp8ders']"
branded_bottoms_resale,KAPITAL CENTURY DENIM MONKEY CISCO JEANS,bottoms,Kapital,585,USD,[]
branded_bottoms_resale,VINTAGE EVISU SELVEDGE BUTTON FLY FADED DISTRESSED DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,DOUBLE WAIST💥 JAPANESE PUNK STYLE DENIM,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'punk', 'japanesebrand', 'kapital', 'distresseddenim', 'art', 'ifsixwasnine']"
branded_bottoms_resale,Orslow Fatigue Pants,bottoms,Kapital,150,USD,[]
branded_bottoms_resale,Whiskers Blue Way Japan Distressed Denim Jeans,bottoms,Kapital,145,USD,"['denim', 'prada', 'amiri', 'blueway', 'jackrose', 'legrandebleu', 'fuga', 'ifsixwasnine', 'whiskers', 'kmrii']"
branded_bottoms_resale,PATCHWORK SMILEY JEANS,bottoms,Kapital,688,USD,[]
branded_bottoms_resale,KAPITAL FLARED SELVEDGE JAPANESE DISTRESSED DENIM,bottoms,Kapital,350,USD,"['streetwear', 'designer', 'punk', 'japanesebrand', 'kapital', 'distresseddenim', 'hippies', 'art', 'kapitalkountry', 'kirohirata']"
branded_bottoms_resale,RARE💥CO&LU SELVEDGE PLAY GAME DISTRESSED DENIM🎌,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'punk', 'japanesebrand', 'kapital', 'distresseddenim', 'hystericglamour', 'avantgarde']"
branded_bottoms_resale,VINTAGE EDWIN 505X SELVEDGE BAGGY RUSTY DISTRESSED DENIM,bottoms,Kapital,155,USD,[]
branded_bottoms_resale,KAPITAL 10 OZ IDG DENIM SHORTS HUTELIMAKE REMAKE SZ 2,bottoms,Kapital,395,USD,"['kapital', 'remake']"
branded_bottoms_resale,Kapital lumber denim pants size 3,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,Levis 501 Big E Y2K Straight Leg Cut Distressed Denim Jeans,bottoms,Levi's,200,USD,[]
branded_bottoms_resale,Rare Vintage KAPITAL Boro Sashiko Patchwork Jeans,bottoms,Kapital,400,USD,"['bape', 'isseymiyake', 'undercover', 'numbernine', 'kapital', 'visvim', 'nigo', 'evisu', 'junyawatanabe', 'vintagejeans']"
branded_bottoms_resale,Vintage Patchwork Denim Pants with Distressed Look,bottoms,Kapital,748,USD,"['supreme', 'saintlaurent', 'isseymiyake', 'balenciaga', 'undercover', 'rafsimons', 'amiri', 'kapital', 'visvim', 'yohji']"
branded_bottoms_resale,Kapital Black Striped Sweatpants,bottoms,Kapital,288,USD,['kapital']
branded_bottoms_resale,EDWIN 503 NAVAJO STYLE FADED & RUSTY MUDMAX DISTRESSED DENIM,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'rare', 'japanesebrand', 'kapital', 'distresseddenim', 'navajo', 'art', 'edwin', 'distressedddenim']"
branded_bottoms_resale,rare Kapital Psychedelic Patchwork Flared Denim Pants Jeans,bottoms,Kapital,3000,USD,"['louisvuitton', 'chromehearts', 'rickowens', 'maisonmargiela', 'chanel', 'hermes', 'goyard', 'balmain', 'enfantsrichesdeprimes', 'alexandermcqueen']"
branded_bottoms_resale,Rare FW14 1st release Kapital Kountry gemstone studded pants,bottoms,Kapital,20000,USD,"['louisvuitton', 'chromehearts', 'rickowens', 'vetements', 'maisonmargiela', 'chanel', 'goyard', 'balmain', 'enfantsrichesdeprimes', 'alexandermcqueen']"
branded_bottoms_resale,Kapital Studded Denim,bottoms,Kapital,800,USD,[]
branded_bottoms_resale,Rare FW14 1st release Kapital Kountry gemstone studded pants,bottoms,Kapital,26000,USD,"['louisvuitton', 'chromehearts', 'rickowens', 'maisonmargiela', 'chanel', 'hermes', 'goyard', 'balmain', 'enfantsrichesdeprimes', 'alexandermcqueen']"
branded_bottoms_resale,VINTAGE FLARE EDWIN BLUE TRIP HIPPIES STYLE FADED AND RUSTY,bottoms,Kapital,157,USD,"['streetwear', 'vintage', 'designer', 'rare', 'punk', 'japanesebrand', 'hippies', 'art', 'edwin']"
branded_bottoms_resale,Kapital Damask Fleece Pants,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,Kapital Cargo pocket shorts,bottoms,Kapital,300,USD,[]
branded_bottoms_resale,Visvim Phyton Label Clawmark Denim,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,Kapital jeans designer denim archive rare vintage luxury,bottoms,Kapital,175,USD,[]
branded_bottoms_resale,1 Of 1 Kapital Kountry Boro Patchwork Selvedge Denim,bottoms,Kapital,2300,USD,"['chromehearts', 'undercover', 'kapital', 'visvim', 'juntakahashi', 'junyawatanabe', 'kapitalkountry', 'kapitalboro', '4gseller', 'nonsensemode']"
branded_bottoms_resale,KAPITAL CENTURY DENIM 5P MONKEY CISCO BROWN JEANS,bottoms,Kapital,400,USD,[]
branded_bottoms_resale,KAPITAL DENIM RAT FLARE (BEAUTIFUL WORLD),bottoms,Kapital,2999,USD,[]
branded_bottoms_resale,Kapital Sakura Rivet Lumber Rivet Pants,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,Vintage Kapital Kountry Boro Bootcut Denim Jeans,bottoms,Kapital,199,USD,"['rare', 'japan', 'japanese', 'grail', 'kapital', 'archive', 'selvedge', 'kountry', 'archival']"
branded_bottoms_resale,Earthy Sienna Dye - Boro Repair Shorts,bottoms,Levi's,145,USD,[]
branded_bottoms_resale,KAPITAL Century Monkey Cisco “Mud dye” Denim No.9+S,bottoms,Kapital,650,USD,"['kapitalcenturydenim', 'kapitalmuddye', 'kapitalno9']"
branded_bottoms_resale,Century Denim No.3-S+A 5P Monkey Cisco Jeans Blue,bottoms,Kapital,341,USD,[]
branded_bottoms_resale,Kapital Corduroy Cargo Work Pants,bottoms,Kapital,157,USD,[]
branded_bottoms_resale,Kapital Cisco distressed black denim,bottoms,Kapital,400,USD,[]
branded_bottoms_resale,Kapital Button Down Pants,bottoms,Kapital,162,USD,[]
branded_bottoms_resale,Kapital Kountry Patchwork Denim pants,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,VTG STUDIO D ARTISAN SELVEDGE BUCKLE BACK DISTRESSED DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,Cargo Sweatpants,bottoms,Kapital,225,USD,[]
branded_bottoms_resale,Kapital Monkey Cisco Patchwork Blue Denim Jeans - 34,bottoms,Kapital,500,USD,[]
branded_bottoms_resale,Kapital Grey Bone Denim Shorts,bottoms,Kapital,1000,USD,[]
branded_bottoms_resale,ETERNAL SELVEDGE BUTTON FLY RUSTY JAPANESE DENIM,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'rare', 'japanesebrand', 'distresseddenim', 'eternal']"
branded_bottoms_resale,EDWIN 505Z JAPANESE FADED & RUSTY SELVEDGE DISTRESSED DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,OMNIGOD SELVEDGE BUTTON FLY FADED & RUSTY DISTRESSED DENIM,bottoms,Kapital,165,USD,"['streetwear', 'designer', 'punk', 'undercover', 'numbernine', 'japanesebrand', 'kapital', 'distresseddenim', 'jean', 'rusty']"
branded_bottoms_resale,Vintage Edwin 505 Selvedge Rusty Distressed Denim,bottoms,Kapital,165,USD,"['vintage', 'denim', 'distressed', 'selvedge', 'distressedjeans', 'denime', 'edwinjeans', 'distressesdenim']"
branded_bottoms_resale,Kojima 21oz Indigo Selvedge Distressed Denim,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'rare', 'punk', 'japanesebrand', 'momotaro', 'samurai', 'kojima']"
branded_bottoms_resale,Rag & Bone RB 16X Slouchy Skinny Jeans,bottoms,Kapital,135,USD,"['designer', 'jeans', 'denim', 'skinny', 'mens', 'rag', 'bone', 'indigo', 'ragandbone', 'dalirunjeans']"
branded_bottoms_resale,Levis 558 Flare Denim Jeans,bottoms,Levi's,88,USD,"['vintage', 'hysteric', 'glamour', 'levis', 'ppfm', 'flare', 'tornadomart', 'ifsixwasnine', '14addiction', 'dalirunjeans']"
branded_bottoms_resale,Distressed Vintage Sanford Studded Straight Pants,bottoms,Kapital,200,USD,"['hype', 'streetwear', 'vintage', 'hysteric', 'balenciaga', 'undercover', 'numbernine', 'kapital', '45rpm', 'edwin']"
branded_bottoms_resale,Kapital Gemstone Denim Pants Blue Size 32,bottoms,Kapital,633,USD,"['supreme', 'saintlaurent', 'isseymiyake', 'balenciaga', 'undercover', 'rafsimons', 'amiri', 'kapital', 'visvim', 'yohji']"
branded_bottoms_resale,Kapital Black Denim Jeans with Bead Detail,bottoms,Kapital,1020,USD,"['supreme', 'saintlaurent', 'isseymiyake', 'balenciaga', 'undercover', 'rafsimons', 'amiri', 'kapital', 'visvim', 'yohji']"
branded_bottoms_resale,Skeleton jeans,bottoms,Kapital,400,USD,[]
branded_bottoms_resale,VINTAGE EDWIN 505 SELVEDGE BAGGY RUSTY DISTRESSED DENIM🎌,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'punk', 'japanesebrand', 'kapital', 'art', 'edwin', 'ifsixwasnine']"
branded_bottoms_resale,OMNIGOD JAPANESE BUTTON FLY SELVEDGE DISTRESSED DENIM🎌,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'japanesebrand', 'kapital', 'distresseddenim', 'art', 'omnigod']"
branded_bottoms_resale,1/1 Vintage Kapital Boro Jeans Selvedge Size 29,bottoms,Kapital,950,USD,"['hype', 'vintage', 'japanesebrand', 'kapital', 'kapitalkountry', 'kapitaljeans', 'borodenim', 'kapitaldenim', 'vintagedeals', 'statementpants']"
branded_bottoms_resale,Smooth jersey TH.D.D. baggy track pants,bottoms,Kapital,370,USD,[]
branded_bottoms_resale,Omnigod By Domingo Distressed Selvedge Denim,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'rare', 'punk', 'japanesebrand', 'distressed', 'distresseddenim', 'selvedgeddenim', 'domingo', 'omnigod']"
branded_bottoms_resale,MOMOTARO SELVEDGE BUTTON FLY FADED DISTRESSED DENIM,bottoms,Kapital,175,USD,[]
branded_bottoms_resale,Vintage 90s R 45RPM Clawmarks Indigo Denim Jeans,bottoms,Kapital,199,USD,"['hype', 'streetwear', 'hystericglamour', '45rpm', 'r', 'selvedgejeans', 'tornadomart', 'lgb', 'flarejeans', 'ifsixwasnine']"
branded_bottoms_resale,Kochi Track Pants Beige,bottoms,Kapital,455,USD,[]
branded_bottoms_resale,EDWIN 505Z BUCKLE BACK SELVEDGE BAGGY RUSTY JAPANESE DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,1one super wide baggy Jeans,bottoms,Kapital,120,USD,[]
branded_bottoms_resale,Kapital Smiley Sweatpants,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,14Oz Black x Kinari Denim 5P ZIPPER Rat Flare Pants,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,VINTAGE EDWIN 505Z SELVEDGE RUSTY JAPANASE DISTRESSED DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,Boro Selvedge Denim,bottoms,Kapital,650,USD,[]
branded_bottoms_resale,Thrashed Denim Craft Japan Selvedge Waist Distressed Jeans,bottoms,Kapital,150,USD,"['fog', 'jeans', 'denim', 'cdg', 'amiri', 'levis', 'distressed', 'evisu', 'edwin', 'johnbull']"
branded_bottoms_resale,FLARE💥 SEMANTIC DESIGN JAPANESE PUNK STYLE DISTRESSED DENIM☠️,bottoms,Kapital,165,USD,"['streetwear', 'designer', 'punk', 'numbernine', 'japanesebrand', 'kapital', 'distresseddenim', 'art', 'semanticdesign', 'ifsixwasnine']"
branded_bottoms_resale,KAPITAL 14OZ 5P MONKEY CISCO DENIM 3 YEAR FADE SASHIKO SZ 30,bottoms,Kapital,360,USD,[]
branded_bottoms_resale,Kapital Hippie Jeans,bottoms,Kapital,975,USD,[]
branded_bottoms_resale,HR MARKET SELVEDGE BUTTON FLY JAPANESE DISTRESSED DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,Bondage Style Dominate Double Waist Denim Jeans,bottoms,Kapital,150,USD,"['vintage', 'denim', 'kapital', 'jilsander', 'bottom', 'sugarcane', 'denimtears', 'century', 'dominate', 'denimslave']"
branded_bottoms_resale,Vintage Japanese Dragon Embroidery Gouk Flare Jeans Distress,bottoms,Kapital,200,USD,[]
branded_bottoms_resale,11oz TARTAN CHECK 5P MONKEY CISCO JEANS (STUDS REMAKE) GREEN,bottoms,Kapital,796,USD,"['streetwear', 'denim', 'kapital', 'visvim', 'neighborhood', 'archive', 'junyawatanabe', 'kountry', 'tartan', 'lvmh']"
branded_bottoms_resale,VINTAGE EDWIN 505Z SELVEDGE FADED MUDWASH DISTRESSED DENIM🎌,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'japanesebrand', 'kapital', 'distresseddenim', 'art', 'edwin', 'ifsixwasnine']"
branded_bottoms_resale,FLARE EDWIN XV BUSH POCKET MULTI POCKET DENIM PANTS,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,Kapital Century Denim 5P Monkey Cisco No. 9,bottoms,Kapital,600,USD,"['jeans', 'denim', 'japanese', 'kapital']"
branded_bottoms_resale,RL POLO RALPH LAUREN MUDWASH FADED & RUSTY DISTRESSED DENIM,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'punk', 'polo', 'poloralphlauren', 'kapital', 'art', 'rrl']"
branded_bottoms_resale,Kapital eternal Jeans,bottoms,Kapital,302,USD,[]
branded_bottoms_resale,Kapital Smooth jersey stuntman & woman track pants size 1,bottoms,Kapital,275,USD,[]
branded_bottoms_resale,Kapital IDG×IDG denim shorts (Hütteri make) size 4,bottoms,Kapital,399,USD,[]
branded_bottoms_resale,KAPITAL CENTURY DENIM MONKEY CISCO N5S- BROWN,bottoms,Kapital,440,USD,"['kapital', 'kapitalkountry', 'kapitalcenturydenim', 'kapitalsashiko', 'n5s', 'permissiondye', 'kapitalno5s']"
branded_bottoms_resale,Japanese Blue Work Custom Sashiko Boro Selvedge Denim,bottoms,Kapital,129,USD,"['japanesebrand', 'kapital', 'boro', 'sashiko', 'tornadomart', 'tornadomartjapan', 'size35', 'legrandebleu', 'flarejeans', 'ifsixwasnine']"
branded_bottoms_resale,Vintage Distressed Japan Brand,bottoms,Kapital,120,USD,"['streetwear', 'balenciaga', 'carhartt', 'truevintage', 'vintagedenim', 'kaptial', 'yohjiyamato', 'denimpant', 'workwer', '4gseller']"
branded_bottoms_resale,Kapital Button Down Pants,bottoms,Kapital,162,USD,[]
branded_bottoms_resale,VINTAGE RARE PATCHWORK DISTRESSED DENIM G LAND JEANS,bottoms,Kapital,300,USD,[]
branded_bottoms_resale,14oz Black Denim MEXICAN TUXEDO 5P OKAGILLY Rare size US38,bottoms,Kapital,600,USD,"['kapital', 'kapitalkountry', 'mij']"
branded_bottoms_resale,Washed Denim,bottoms,Kapital,275,USD,[]
branded_bottoms_resale,OMNIGOD JAPANESE BUTTON FLY SELVEDGE DISTRESSED DENIM🎌,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'japanesebrand', 'kapital', 'distresseddenim', 'art', 'omnigod']"
branded_bottoms_resale,EIGHT G SELVEDGE BUTTON FLY RUSTY JAPANESE DISTRESSED DENIM,bottoms,Kapital,175,USD,"['streetwear', 'vintage', 'rare', 'punk', 'distresseddenim', 'evisu', 'momotaro', 'japaneserband']"
branded_bottoms_resale,RARE💥PPFM JAPANESE PUNK BONDAGE STYLE CURVE BANANA JEANS🎌☠️,bottoms,Kapital,148,USD,"['streetwear', 'vintage', 'rare', 'punk', 'japanesebrand', 'kapital', 'bondage', 'distresseddenim', 'ppfm', 'ifsixwasnine']"
branded_bottoms_resale,💥Kapital Japanese brand blue colour denim pant,bottoms,Kapital,558,USD,[]
branded_bottoms_resale,EDWIN 505z SELVEDGE BAGGY FADED DISTRESSED DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,Ivory Black Striped Cotton Pants,bottoms,Kapital,450,USD,[]
branded_bottoms_resale,VINTAGE SUGAR CANE SELVEDGE FADED & RUSTY DISTRESSED DENIM,bottoms,Kapital,155,USD,[]
branded_bottoms_resale,Blackwatch tartan plaid pants,bottoms,Kapital,242,USD,['lightlayers']
branded_bottoms_resale,Kapital 12.5oz Crazy Papillon flared jeans denim tie dye 36,bottoms,Kapital,1300,USD,[]
branded_bottoms_resale,Kapital Kounty Fleece Flared Sweatpants Gray,bottoms,Kapital,238,USD,[]
branded_bottoms_resale,✨ Kapital Hakama Pant Fullprinted Ortega Native Tribe,bottoms,Kapital,130,USD,"['indian', 'kapital', 'visvim', 'navajo', 'nativeamerican', 'ortega', 'kapitalbandana', 'kapitalnative', 'hakamapant', 'akagami']"
branded_bottoms_resale,FLARE ARCHIVE‼️SEMANTIC DESIGN CHAOS DISTRESSED FLARED DENIM,bottoms,Kapital,283,USD,"['undercover', 'prada', 'rickowens', 'amiri', 'helmutlang', 'hystericglamour', 'jeanpaulgaultier', 'avantgarde', 'lgb', '14thaddiction']"
branded_bottoms_resale,RARE ETERNAL SELVEDGE BUTTON FLY JAPANESE DENIM,bottoms,Kapital,165,USD,[]
branded_bottoms_resale,Levis Patchwork Kapital Design,bottoms,Levi's,157,USD,[]
branded_bottoms_resale,💥Edwin Japan💥 Edwin Exlusive Vintage Crazy Design💥,bottoms,Kapital,175,USD,"['vintage', 'isseymiyake', 'balenciaga', 'japanesebrand', 'kapital', 'momotaro', 'edwinjapan', 'raffsimon', 'edwinbootcut', 'edwinflare']"
branded_bottoms_resale,Kapital smooth jersey Stuntman&Woman track pants flare navy,bottoms,Kapital,350,USD,[]
branded_bottoms_resale,Kapital Distressed Drawstring Jogger Pants,bottoms,Kapital,150,USD,"['streetwear', 'vintage', 'madeinjapan', 'kapital', 'streetstyle', 'japanesefashion', '45rpm', 'joggerpants', 'rarefind', 'kojimajapan']"
branded_bottoms_resale,💥Flare Doublewaist💥 Breathmint / brthbreath Double Waist 💥,bottoms,Kapital,170,USD,"['vintage', 'numbernine', 'kapital', 'lgb', 'ifsixwasnine', 'japanesenbrand', 'kmrii']"
branded_bottoms_resale,VINTAGE EDWIN 505X SELVEDGE JAPANESE DISTRESSED DENIM,bottoms,Kapital,155,USD,"['streetwear', 'vintage', 'designer', 'rare', 'japanesebrand', 'kapital', 'distresseddenim', 'art', 'edwin', 'ifsixwasnine']"
branded_bottoms_resale,Kapital Liberty Hickory Fatigue Buggy Pants Rushfield Remake,bottoms,Kapital,592,USD,[]
branded_bottoms_resale,Dominate Double Waist Denim Jeans,bottoms,Kapital,150,USD,"['rare', 'jeans', 'denim', 'chromehearts', 'balenciaga', 'mastermind', 'seditionaries', 'loewe', 'denimtears', 'dominatejakarta']"
branded_bottoms_resale,VINTAGE EDWIN 505ZX SELVEDGE FADED JAPANESE DENIM🎌,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'designer', 'rare', 'japanesebrand', 'kapital', 'baggy', 'edwin', 'ifsixwasnine']"
branded_bottoms_resale,Blue Blue Boro Patchwork Denim Relaxed Pants,bottoms,Kapital,220,USD,[]
branded_bottoms_resale,Musinsa STANDART cotton wide ballon Pants,bottoms,Kapital,120,USD,[]
branded_bottoms_resale,FOB Factory Selvedge Button Fly Japanese Denim,bottoms,Kapital,165,USD,"['streetwear', 'vintage', 'rare', 'punk', 'japanesebrand', 'distresseddenim', 'selvedgedenim', 'fobfactory']"
branded_bottoms_resale,KAPITAL INDIGO JAPANESE KIRO HIRATA DENIM JEANS,bottoms,Kapital,200,USD,"['streetwear', 'vintage', 'designer', 'rare', 'japanesebrand', 'kapital', 'art', 'kapitalkountry', 'kirohirata', 'ifsixwasnine']"
branded_bottoms_resale,Kapital Boot Cut Jeans,bottoms,Kapital,200,USD,"['japan', 'jeans', 'denim', 'japanesedesigner', 'japanese', 'kapital', 'selvedge']"
branded_bottoms_resale,Distressed Vintage Edwin Patchwork Flared Pants,bottoms,Kapital,200,USD,"['hype', 'streetwear', 'vintage', 'hysteric', 'balenciaga', 'undercover', 'numbernine', 'kapital', '45rpm', 'edwin']"
branded_bottoms_resale,Kapital Denim Distressed Jeans,bottoms,Kapital,250,USD,[]
branded_bottoms_resale,Kapital Ring Embroidered Pants,bottoms,Kapital,126,USD,[]
branded_bottoms_resale,💥🔥Kapital Wrapped Pants Avant Garde Designer Pants,bottoms,Kapital,500,USD,"['undercover', 'rafsimons', 'rickowens', 'kapital', 'neighbourhood', 'mastermind', 'avantgarde', 'ifsixwasnine', 'legrandbleu', 'i6w9']"
branded_bottoms_resale,VINTAGE EDWIN 505X JAPANESE SELVEDGE DISTRESSED DENIM🎌,bottoms,Kapital,155,USD,"['streetwear', 'vintage', 'designer', 'rare', 'japanesebrand', 'kapital', 'art', 'edwin', 'baggyjeans', 'distressedenim']"
branded_bottoms_resale,Kapital striped pants cw21,bottoms,Kapital,137,USD,['cw21']
branded_bottoms_resale,Corduroy Cargo Pants Tan Size 1,bottoms,Kapital,255,USD,[]
branded_bottoms_resale,VINTAGE EDWIN 505X BAGGY SELVEDGE FADED DISTRESSED DENIM,bottoms,Kapital,155,USD,[]
